"01-446 Aurora" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,1 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,1186 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,93 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Wool, Adam L." ,"DEM" ,"Total" ,85 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,1186 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,84 ,
"05-592 Shanly" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"McKinley, Kevin" ,"REP" ,"Total" ,59 ,
"05-594 University Campus" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,9 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Cumings, Christophe" ,"DEM" ,"Total" ,0 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Galvin, Alyse S." ,"DEM" ,"Total" ,7 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Hafner, Carol" ,"DEM" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Shein, Dimitri" ,"DEM" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Nelson, Thomas" ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Whittaker, Jed" ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Young, Don" ,"REP" ,"Total" ,1 ,
"05-594 University Campus" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,9 ,
"05-594 University Campus" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Begich, Mark" ,"DEM" ,"Total" ,7 ,
"05-594 University Campus" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Toien, William S." ,"LIB" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Colbry, Darin A." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Dunleavy, Mike J." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Gordon, Thomas A." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Heikes, Gerald L." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Hlatcu, Merica" ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Sheldon, Michael D. " ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Treadwell, Mead" ,"REP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,9 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Call, Debra L." ,"DEM" ,"Total" ,5 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Gattis, Lynn" ,"REP" ,"Total" ,1 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Grunwald, Edie" ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Jackson, Sharon D." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Meyer, Kevin G." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Stevens, Gary L." ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Wright, Stephen" ,"REP" ,"Total" ,0 ,
"05-594 University Campus" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Bishop, Click" ,"REP" ,"Total" ,1 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,9 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Wool, Adam L." ,"DEM" ,"Total" ,8 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,400 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,1 ,
"05-594 University Campus" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"McKinley, Kevin" ,"REP" ,"Total" ,1 ,
"05-596 University West" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,162 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Cumings, Christophe" ,"DEM" ,"Total" ,11 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Galvin, Alyse S." ,"DEM" ,"Total" ,91 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Hafner, Carol" ,"DEM" ,"Total" ,21 ,
"05-596 University West" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Shein, Dimitri" ,"DEM" ,"Total" ,22 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,235 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Nelson, Thomas" ,"REP" ,"Total" ,29 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Whittaker, Jed" ,"REP" ,"Total" ,37 ,
"05-596 University West" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Young, Don" ,"REP" ,"Total" ,163 ,
"05-596 University West" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,162 ,
"05-596 University West" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Begich, Mark" ,"DEM" ,"Total" ,128 ,
"05-596 University West" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Toien, William S." ,"LIB" ,"Total" ,21 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,235 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Colbry, Darin A." ,"REP" ,"Total" ,0 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Dunleavy, Mike J." ,"REP" ,"Total" ,101 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Gordon, Thomas A." ,"REP" ,"Total" ,6 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Heikes, Gerald L." ,"REP" ,"Total" ,4 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Hlatcu, Merica" ,"REP" ,"Total" ,7 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Sheldon, Michael D. " ,"REP" ,"Total" ,8 ,
"05-596 University West" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Treadwell, Mead" ,"REP" ,"Total" ,101 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,162 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Call, Debra L." ,"DEM" ,"Total" ,137 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,235 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Gattis, Lynn" ,"REP" ,"Total" ,20 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Grunwald, Edie" ,"REP" ,"Total" ,25 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Jackson, Sharon D." ,"REP" ,"Total" ,25 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Meyer, Kevin G." ,"REP" ,"Total" ,74 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Stevens, Gary L." ,"REP" ,"Total" ,34 ,
"05-596 University West" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Wright, Stephen" ,"REP" ,"Total" ,26 ,
"05-596 University West" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,235 ,
"05-596 University West" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Bishop, Click" ,"REP" ,"Total" ,198 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,162 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (ADL)" ,"ADL" ,"NP" ,"Wool, Adam L." ,"DEM" ,"Total" ,144 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,2767 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,235 ,
"05-596 University West" ,"HOUSE DISTRICT 5 (R)" ,"REP" ,"NP" ,"McKinley, Kevin" ,"REP" ,"Total" ,196 ,
"06-005 Anderson" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,8 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Cumings, Christophe" ,"DEM" ,"Total" ,3 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Galvin, Alyse S." ,"DEM" ,"Total" ,1 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Hafner, Carol" ,"DEM" ,"Total" ,2 ,
"06-005 Anderson" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Shein, Dimitri" ,"DEM" ,"Total" ,2 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Nelson, Thomas" ,"REP" ,"Total" ,3 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Whittaker, Jed" ,"REP" ,"Total" ,5 ,
"06-005 Anderson" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Young, Don" ,"REP" ,"Total" ,22 ,
"06-005 Anderson" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,8 ,
"06-005 Anderson" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Begich, Mark" ,"DEM" ,"Total" ,0 ,
"06-005 Anderson" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Toien, William S." ,"LIB" ,"Total" ,8 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Colbry, Darin A." ,"REP" ,"Total" ,1 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Dunleavy, Mike J." ,"REP" ,"Total" ,13 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Gordon, Thomas A." ,"REP" ,"Total" ,1 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Heikes, Gerald L." ,"REP" ,"Total" ,0 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Hlatcu, Merica" ,"REP" ,"Total" ,2 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Sheldon, Michael D. " ,"REP" ,"Total" ,2 ,
"06-005 Anderson" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Treadwell, Mead" ,"REP" ,"Total" ,10 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,8 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Call, Debra L." ,"DEM" ,"Total" ,8 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Gattis, Lynn" ,"REP" ,"Total" ,2 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Grunwald, Edie" ,"REP" ,"Total" ,2 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Jackson, Sharon D." ,"REP" ,"Total" ,6 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Meyer, Kevin G." ,"REP" ,"Total" ,5 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Stevens, Gary L." ,"REP" ,"Total" ,3 ,
"06-005 Anderson" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Wright, Stephen" ,"REP" ,"Total" ,6 ,
"06-005 Anderson" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,170 ,
"06-005 Anderson" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"06-005 Anderson" ,"SENATE DISTRICT C (R)" ,"REP" ,"NP" ,"Bishop, Click" ,"REP" ,"Total" ,23 ,
"06-005 Anderson" ,"HOUSE DISTRICT 6 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 ,
"06-005 Anderson" ,"HOUSE DISTRICT 6 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,1 ,
